标题,browser,字段1,价格,status
【LOGO设计】新年礼袋设计,454人,1人,¥1500,圆满完成
【LOGO设计】公司新年红包设计,485人,1人,¥1500,圆满完成
【LOGO设计】卡通形象设计,389人,1人,¥300,圆满完成
【礼品设计】手提袋设计,774人,1人,¥500,圆满完成
【VI设计】水果类型的LOGO设计,502人,1人,¥1000,圆满完成
【招牌设计】单页设计,930人,1人,¥200,圆满完成
【其他宣传品设计】折页设计印刷,565人,1人,¥4600,圆满完成
【VI设计】品牌全案设计,311人,1人,¥20000,圆满完成
【包装设计】高级礼盒设计,325人,1人,¥4500,圆满完成
【包装设计】品牌包装设计,223人,1人,¥32000,圆满完成
【LOGO设计】需要做一个自助餐的LOGO,463人,1人,¥688,圆满完成
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,344人,1人,¥23000,圆满完成
【VI设计】餐饮品牌VI全案,413人,1人,¥20000,圆满完成
【LOGO设计】企业标志,137人,1人,¥4750,圆满完成
【VI设计】企业VIS系统手册,428人,1人,¥10000,圆满完成
【LOGO设计】餐饮配送公司LOGO及字体设计,1477人,1人,¥3680,圆满完成
【LOGO设计】房地产项目提报,262人,1人,¥7000,圆满完成
【VI设计】地产项目设计提报,436人,1人,¥38000,圆满完成
【详情页设计】天猫淘宝 亚马逊 速买通 店铺装修 宝贝详情页设计 资深设计,398人,1人,¥300,圆满完成
【其他设计】年夜饭预订劵设计,563人,1人,¥1950,圆满完成
【标签设计】提货卡升级,758人,1人,¥158,圆满完成
【LOGO设计】【久铭乐】商标、网站、企业商业餐饮品牌门店公司logo设计,356人,1人,¥19900,圆满完成
【店铺装修】网站维护、完善与修改,485人,1人,¥2000,圆满完成
,,,,
【LOGO设计】【久铭乐】商标、网站、企业商业餐饮品牌门店公司logo设计,248人,1人,¥39977,圆满完成
【产品外观设计】儿童山地越野车外观设计,1471人,1人,¥29000,圆满完成
【产品外观设计】儿童学步车外观设计,1457人,1人,¥28000,圆满完成
【LOGO设计】生活类服务公司logo设计,352人,1人,¥100,圆满完成
【手提袋设计】手提袋设计印刷,1015人,1人,¥4800,圆满完成
【广告设计】加湿器产品设计,562人,1人,¥41200,圆满完成
【插画设计】考拉插画稿,692人,1人,¥800,圆满完成
【H5设计】地产项目月度提报,516人,1人,¥8000,圆满完成
【宣传单设计】跨版广告含出血尺寸42.6 cmX 29.1cm,680人,1人,¥300,圆满完成
【店铺装修】【电商设计】电商设计美工包月天猫淘宝京东商城,467人,1人,¥46500,圆满完成
【包装设计】纸盒包装设计,331人,1人,¥27000,圆满完成
【店铺装修】【微信商城装修】微盟有赞微擎优物库微讯云端微商城装修微信推广,271人,1人,¥30000,圆满完成
【VI设计】餐饮VI设计（补充费用）,1076人,1人,¥1000,圆满完成
【LOGO设计】餐饮VI设计,171人,1人,¥10000,圆满完成
【LOGO设计】标志设计,252人,1人,¥3636,圆满完成
【其他宣传品设计】公司年夜饭预订优惠宣传设计,379人,1人,¥1940,圆满完成
【LOGO设计】房地产项目提报,179人,1人,¥20000,圆满完成
【LOGO设计】房地产项目提报,510人,1人,¥30000,圆满完成
【LOGO设计】【久铭乐】商标、网站、企业商业餐饮品牌门店公司logo设计,228人,1人,¥24900,圆满完成
【VI设计】地产项目月度提报,156人,1人,¥21775,圆满完成
【吉祥物设计】吉祥物设计（含动作）,979人,1人,¥5200,圆满完成
【其他工业设计】设计教师风采宣传栏,1873人,1人,¥11200,圆满完成
【VI设计】【原创】豪华版vi设计套餐,273人,1人,¥29985,圆满完成
【VI设计】天猫店铺装修和logo设计,401人,1人,¥1500,圆满完成
【海报设计】ui加loGo，中式风格，要有点现代感,528人,1人,¥22600,圆满完成
【展示设计】瓶身贴纸+延伸,297人,1人,¥2200,圆满完成
【海报设计】答谢客户礼品小册子设计,387人,1人,¥4000,圆满完成
【LOGO设计】卿少 商标设计,193人,1人,¥499,圆满完成
【VI设计】品牌logo设计/VI设计/名片/工作证/便笺/传真纸/文件袋/纸杯/代金券,499人,1人,¥1500,圆满完成
【PPT设计】ppt设计,210人,1人,¥200,圆满完成
,,,,
【VI设计】素堂餐饮VI原有延伸,407人,1人,¥8800,圆满完成
【海报设计】一款餐饮店招,736人,1人,¥2000,圆满完成
【LOGO设计】设计餐饮logo,502人,1人,¥18,圆满完成
【LOGO设计】Logo设计,332人,1人,¥3950,圆满完成
【产品外观设计】设计一款简约风格的壁挂花盆,1837人,1人,¥1680,圆满完成
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,297人,1人,¥32000,圆满完成
【VI设计】网红餐饮品牌设计,393人,1人,¥20000,圆满完成
【店铺装修】【电商设计】电商设计产品详情页设计天猫淘宝京东商城,1056人,1人,¥51000,圆满完成
【LOGO设计】品牌logo设计/VI设计/名片/工作证/便笺/传真纸/文件袋/纸杯/代金券,312人,1人,¥2000,圆满完成
【宣传册设计】画册设计,699人,1人,¥5000,圆满完成
【包装设计】餐饮食品包装盒,370人,1人,¥3000,圆满完成
【其他宣传品设计】元旦店铺宣传物料设计,789人,1人,¥3500,圆满完成
【包装设计】元旦礼品包装设计,317人,1人,¥1500,圆满完成
【VI设计】咖啡品牌LOGO和VI设计,468人,1人,¥8000,圆满完成
【包装设计】新年包装袋包装设计,187人,1人,¥3000,圆满完成
【VI设计】餐饮vis,294人,1人,¥8800,圆满完成
【VI设计】贸易vis,142人,1人,¥8800,圆满完成
【名片设计】名片设计,398人,1人,¥150,圆满完成
【LOGO设计】店铺官网装修,161人,1人,¥2145,圆满完成
【包装设计】化妆品品牌设计,792人,1人,¥30000,圆满完成
【海报设计】X型展架海报设计,350人,1人,¥580,圆满完成
【其他宣传品设计】足球赛事奖品包装设计,396人,1人,¥1940,圆满完成
【主图设计】新年网店宝贝主图设计,607人,1人,¥11530,圆满完成
【LOGO设计】企业品牌logo设计,250人,1人,¥600,圆满完成
【包装设计】动画设计,370人,1人,¥35000,圆满完成
【VI设计】复刻,351人,1人,¥33000,圆满完成
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,160人,1人,¥8800,圆满完成
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,231人,1人,¥26800,圆满完成
【LOGO设计】金融/商业标志商标LOGO设计,345人,1人,¥12500,圆满完成
【VI设计】公司VI形象设计,385人,1人,¥1100,圆满完成
,,,,
【LOGO设计】茶叶LOGO设计,374人,1人,¥5000,圆满完成
【宣传单设计】元旦促销活动宣传单设计,251人,1人,¥1980,圆满完成
【礼品设计】地产项目月度提报,816人,1人,¥9585,圆满完成
【包装设计】白酒包装设计,622人,1人,¥13000,圆满完成
【LOGO设计】手册设计,204人,1人,¥4400,圆满完成
【包装设计】乌鲁木齐干果包装,157人,1人,¥1000,圆满完成
【LOGO设计】企业logo设计,329人,1人,¥800,圆满完成
【VI设计】智能公司logo设计3,339人,1人,¥1000,圆满完成
【VI设计】智能公司logo设计2,464人,1人,¥1000,圆满完成
【VI设计】智能公司logo设计,172人,1人,¥1000,圆满完成
【包装设计】包装设计,231人,1人,¥11997,圆满完成
【VI设计】画册设计,184人,1人,¥3000,圆满完成
【VI设计】VI设计,203人,1人,¥4000,圆满完成
【产品外观设计】【净水器设计】净水器智能水机产品外观结构效果图建模手板产品工业设计产品设计,1864人,1人,¥20000,圆满完成
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,241人,1人,¥5300,圆满完成
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,250人,1人,¥19800,圆满完成
【包装设计】新年礼品袋子设计,199人,1人,¥3000,圆满完成
【LOGO设计】标志设计,132人,1人,¥800,圆满完成
【VI设计】健康养生行业卡通吉祥物,372人,1人,¥3000,圆满完成
【LOGO设计】图片制作,481人,1人,¥170,圆满完成
【VI设计】健康养生VI,168人,1人,¥20000,圆满完成
【吉祥物设计】公司元旦晚会玩偶设计,537人,1人,¥3000,圆满完成
【LOGO设计】汽配刹车片包装设计,350人,1人,¥2000,圆满完成
【LOGO设计】外卖行业LOGO和包装盒设计,308人,1人,¥5620,圆满完成
【海报设计】元旦新产品上市宣传海报设计,573人,1人,¥400,圆满完成
【包装设计】蒸汽眼罩包装设计,370人,1人,¥3980,圆满完成
【LOGO设计】宣传系列物料,176人,1人,¥5500,圆满完成
【包装设计】包装设计,148人,1人,¥3200,圆满完成
【LOGO设计】小城大宅标志设计,283人,1人,¥800,圆满完成
【LOGO设计】LOGO设计,413人,1人,¥1880,圆满完成
,,,,
【详情页设计】【蛹士电商】网店详情页设计 拼多多详情页设计 网店装修设计,660人,1人,¥13500,圆满完成
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,222人,1人,¥32000,圆满完成
【其他宣传品设计】足球赛宣传广告设计,471人,1人,¥1970,圆满完成
【产品外观设计】智能兔子学习机,1452人,1人,¥26000,圆满完成
【VI设计】元旦礼物包装设计定制版,220人,1人,¥3000,圆满完成
【VI设计】教育学院VIS,333人,1人,¥3500,圆满完成
【排版设计】【龙犇书籍设计】书籍内页版式设计/文字多配图少/100P以上/排版设计,906人,1人,¥1400,圆满完成
【LOGO设计】【久铭乐】商标、网站、企业商业餐饮品牌门店公司logo设计,208人,1人,¥399,圆满完成
【VI设计】创意VI设计,267人,1人,¥40000,圆满完成
【VI设计】化妆品VI,172人,1人,¥3500,圆满完成
【LOGO设计】护肤品公司LOGO设计,531人,1人,¥20000,圆满完成
【包装设计】网站设计,275人,1人,¥32999,圆满完成
【店铺装修】网站活动店铺装修策划设计,243人,1人,¥15000,圆满完成
【LOGO设计】微信长图设计,430人,1人,¥800,圆满完成
【VI设计】化妆品包装设计,195人,1人,¥3000,圆满完成
【VI设计】餐饮冠醉鹅品牌VI,244人,1人,¥20000,圆满完成
【交互设计】认真，领导家的，新中式,812人,1人,¥600,圆满完成
【包装设计】包装盒设计,223人,1人,¥1800,圆满完成
【LOGO设计】外包客服,466人,1人,¥5000,圆满完成
【LOGO设计】网站开发建设,270人,1人,¥5000,圆满完成
【LOGO设计】微商城搭建装修,168人,1人,¥5000,圆满完成
【LOGO设计】营销活动策划,163人,1人,¥5000,圆满完成
【产品外观设计】【母婴儿童】母婴儿童产品外观结构效果图建模手板产品工业设计产品设计,1710人,1人,¥30000,圆满完成
【LOGO设计】LOGO 设计,330人,1人,¥5000,圆满完成
【VI设计】天天连锁超市,609人,1人,¥30000,圆满完成
【VI设计】金点子广告设计,402人,1人,¥22742,圆满完成
【宣传单设计】餐饮配送,473人,1人,¥100,圆满完成
【LOGO设计】地产项目月度提报,506人,1人,¥13775,圆满完成
【海报设计】海报设计10张,436人,1人,¥7999,圆满完成
【H5设计】地产项目月度提报,731人,1人,¥17895,圆满完成
,,,,
【其他设计】圣诞精品礼盒设计,583人,1人,¥1980,圆满完成
【标签设计】蓝色标签,707人,1人,¥2000,圆满完成
【LOGO设计】王老师logo加PPT设计,230人,1人,¥1500,圆满完成
【H5设计】h5设计,828人,1人,¥20000,圆满完成
【宣传册设计】软件开发行业画册设计,925人,1人,¥4000,圆满完成
【包装设计】乌鲁木齐干果包装,179人,1人,¥1000,圆满完成
【书籍装帧】高端画册,1642人,1人,¥19900,圆满完成
【包装设计】金银满屋包装设计,293人,1人,¥35000,圆满完成
【排版设计】文集设计排版,664人,1人,¥4850,圆满完成
【LOGO设计】单图设计,264人,1人,¥300,圆满完成
【广告设计】活动物料设计,476人,1人,¥2000,圆满完成
【LOGO设计】【久铭乐】商标、网站、企业商业餐饮品牌门店公司logo设计,251人,1人,¥300,圆满完成
【VI设计】企业整体视觉设计,545人,1人,¥70000,圆满完成
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,361人,1人,¥30400,圆满完成
【LOGO设计】品牌logo设计/VI设计/名片/工作证/便笺/传真纸/文件袋/纸杯/代金券,230人,1人,¥500,圆满完成
【名片设计】名片设计,697人,1人,¥150,圆满完成
【名片设计】logo设计,872人,1人,¥1500,圆满完成
【其他宣传品设计】圣诞宣传海报设计,369人,1人,¥1000,圆满完成
【VI设计】地产项目月度提报,438人,1人,¥15665,圆满完成
【H5设计】地产项目月度提报,660人,1人,¥18775,圆满完成
【产品外观设计】儿童多功能手推车设计,1663人,1人,¥25000,圆满完成
【LOGO设计】4期,189人,1人,¥4980,圆满完成
【LOGO设计】4期,161人,1人,¥7980,圆满完成
【LOGO设计】4期,119人,1人,¥8770,圆满完成
【包装设计】动画设计,216人,1人,¥14961,圆满完成
【LOGO设计】LOGO设计,249人,1人,¥3000,圆满完成
【3D建模】软体动物系列3D建模,1960人,1人,¥1000,圆满完成
【礼品设计】对联系列（对联、福字、窗花、手提纸袋）设计,998人,1人,¥700,圆满完成
【详情页设计】天猫淘宝 亚马逊 速买通 店铺装修 宝贝详情页设计 资深设计,461人,1人,¥20000,圆满完成
【详情页设计】天猫淘宝 亚马逊 速买通 店铺装修 宝贝详情页设计 资深设计,642人,1人,¥23858,圆满完成
,,,,
【VI设计】LOGO设计,272人,1人,¥3000,圆满完成
【LOGO设计】建筑公司LOGO和员工名片设计,270人,1人,¥1424,圆满完成
【包装设计】儿童小零食包装设计,447人,1人,¥998,圆满完成
【包装设计】固体饮料的包装设计,248人,1人,¥6980,圆满完成
【LOGO设计】LOGO设计不要求注册,353人,1人,¥598,圆满完成
【LOGO设计】设计 无为健康  商城的logo,259人,1人,¥200,圆满完成
【包装设计】护肤品产品画册设计,432人,1人,¥12000,圆满完成
【包装设计】护肤品包装设计美妆包装外盒设计家电年货包装设计礼盒纸盒包装设计,313人,1人,¥8000,圆满完成
【LOGO设计】一个PC端头部的设计,204人,1人,¥400,圆满完成
【LOGO设计】汽车美容店整体VI应用设计,535人,1人,¥3500,圆满完成
【LOGO设计】汽车美容LOGO设计,156人,1人,¥1500,圆满完成
